country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio
AE,1.0,45349.0,2.205120289311782e-05,0.0,93.73651967560014,0.0
AR,11.0,49873.0,0.00022056022296633448,1.0,1484.2826325706121,0.0006737261341312816
AT,17.0,49873.0,0.00034086579912978967,0.000213,1484.2826325706121,1.4350366656996298e-07
AU,97.0,49873.0,0.0019449401479758586,0.000222,1484.2826325706121,1.4956720177714452e-07
BE,238.0,45349.0,0.005248186288562041,0.0,93.73651967560014,0.0
BG,3.0,49873.0,6.0152788081727585e-05,3.1e-05,1484.2826325706121,2.088551015806973e-08
BH,1.0,45349.0,2.205120289311782e-05,0.0,93.73651967560014,0.0
BN,7.0,45349.0,0.00015435842025182474,0.0,93.73651967560014,0.0
BR,333.0,49873.0,0.006676959477071762,0.011035,1484.2826325706121,7.4345678901386925e-06
BY,37.0,45349.0,0.0008158945070453593,0.0,93.73651967560014,0.0
BZ,21.0,45349.0,0.0004630752607554742,0.0,93.73651967560014,0.0
CA,128.0,49873.0,0.0025665189581537103,1.075163,1484.2826325706121,0.0007243654115509912
CH,77.0,49873.0,0.0015439215607643414,0.003906,1484.2826325706121,2.631574279916786e-06
CN,233.0,49873.0,0.004671866541014176,1.066544,1484.2826325706121,0.0007185585660009136
CO,1.0,45349.0,2.205120289311782e-05,0.0,93.73651967560014,0.0
CY,1053.0,49873.0,0.021113628616686385,1.00029,1484.2826325706121,0.0006739215147101796
CZ,6.0,49873.0,0.00012030557616345517,1.0000300000000002,1484.2826325706121,0.0006737463459153056
DE,801.0,49873.0,0.016060794417821267,28.007857000000005,1484.2826325706121,0.018869625221911757
DK,34.0,45349.0,0.0007497408983660059,0.0,93.73651967560014,0.0
EC,24.0,45349.0,0.0005292288694348277,0.0,93.73651967560014,0.0
EE,2.0,45349.0,4.410240578623564e-05,0.0,93.73651967560014,0.0
EG,1.0,4524.0,0.00022104332449160034,1.0,1390.546112895012,0.0007191419189386504
ES,5.0,49873.0,0.00010025464680287932,3.1e-05,1484.2826325706121,2.088551015806973e-08
FI,1.0,45349.0,2.205120289311782e-05,0.0,93.73651967560014,0.0
FR,268.0,49873.0,0.005373649068634331,4.101913,1484.2826325706121,0.0027635659880328473
GB,411.0,49873.0,0.00824093196719668,72.01043999999999,1484.2826325706121,0.0485153153582926
GI,1.0,45349.0,2.205120289311782e-05,0.0,93.73651967560014,0.0
HK,110.0,49873.0,0.002205602229663345,7.011956000000001,1484.2826325706121,0.004724138008578646
HR,1.0,45349.0,2.205120289311782e-05,0.0,93.73651967560014,0.0
HU,1.0,45349.0,2.205120289311782e-05,0.0,93.73651967560014,0.0
ID,596.0,49873.0,0.011950353898903214,1.601806,1484.2826325706121,0.0010791785640082918
IE,13.0,49873.0,0.0002606620816874862,1.5e-05,1484.2826325706121,1.0105892011969224e-08
IL,6.0,45349.0,0.00013230721735870693,0.0,93.73651967560014,0.0
IN,475.0,49873.0,0.009524191446273535,4.039675,1484.2826325706121,0.002721634620896785
IT,22.0,49873.0,0.00044112044593266897,2.0,1484.2826325706121,0.0013474522682625633
JO,13.0,45349.0,0.00028666563761053167,0.0,93.73651967560014,0.0
JP,33.0,49873.0,0.0006616806688990035,1.007812,1484.2826325706121,0.0006789892826911152
KH,3.0,4524.0,0.000663129973474801,4.6e-05,1390.546112895012,3.3080528271177914e-08
KR,1.0,4524.0,0.00022104332449160034,1.0,1390.546112895012,0.0007191419189386504
LK,3.0,45349.0,6.615360867935346e-05,0.0,93.73651967560014,0.0
LT,6.0,49873.0,0.00012030557616345517,2.000018,1484.2826325706121,0.0013474643953329775
LV,3.0,4524.0,0.000663129973474801,3.0,1390.546112895012,0.002157425756815951
MD,11.0,45349.0,0.000242563231824296,0.0,93.73651967560014,0.0
MX,7.0,45349.0,0.00015435842025182474,0.0,93.73651967560014,0.0
MY,29.0,49873.0,0.0005814769514567,0.0,1484.2826325706121,0.0
NL,12839.0,49873.0,0.2574338820604335,14.040278,1484.2826325706121,0.009459302219068483
NO,4.0,45349.0,8.820481157247128e-05,3.1e-05,93.73651967560014,3.3071422010635397e-07
NP,19.0,45349.0,0.00041897285496923857,0.0,93.73651967560014,0.0
NZ,31.0,45349.0,0.0006835872896866524,0.0,93.73651967560014,0.0
None,2.0,49873.0,4.010185872115172e-05,0.003906,1484.2826325706121,2.631574279916786e-06
PA,2.0,49873.0,4.010185872115172e-05,1.5e-05,1484.2826325706121,1.0105892011969224e-08
PE,2.0,49873.0,4.010185872115172e-05,1.0,1484.2826325706121,0.0006737261341312816
PH,22.0,49873.0,0.00044112044593266897,0.000534,1484.2826325706121,3.5976975562610437e-07
PK,1.0,4524.0,0.00022104332449160034,1.0,1390.546112895012,0.0007191419189386504
PL,9.0,49873.0,0.00018045836424518278,3e-05,1484.2826325706121,2.0211784023938448e-08
PT,44.0,49873.0,0.0008822408918653379,18.000001,1484.2826325706121,0.012127071088089204
QA,14.0,45349.0,0.0003087168405036495,0.0,93.73651967560014,0.0
RO,282.0,49873.0,0.005654362079682393,0.002519,1484.2826325706121,1.6971161318766984e-06
RU,231.0,49873.0,0.004631764682293024,115.320556,1484.2826325706121,0.07769447237974997
SA,4.0,49873.0,8.020371744230345e-05,2.0,1484.2826325706121,0.0013474522682625633
SC,4.0,45349.0,8.820481157247128e-05,0.0,93.73651967560014,0.0
SE,79.0,49873.0,0.0015840234194854932,3e-05,1484.2826325706121,2.0211784023938448e-08
SG,20.0,49873.0,0.00040101858721151726,1.0,1484.2826325706121,0.0006737261341312816
TH,314.0,49873.0,0.006295991819220821,62.3125,1484.2826325706121,0.041981559733055486
TR,61.0,49873.0,0.0012231066909951277,24.000031,1484.2826325706121,0.01616944810466092
TW,58.0,49873.0,0.0011629539029134,1.003922,1484.2826325706121,0.0006763684880293445
UA,25.0,49873.0,0.0005012732340143966,7.067719,1484.2826325706121,0.004761706998996208
US,30408.0,49873.0,0.6097086599963908,1102.79855,1484.2826325706121,0.7429842038170829
VG,15.0,49873.0,0.00030076394040863796,2.042968,1484.2826325706121,0.0013764009327939162
VN,219.0,49873.0,0.004391153529966114,0.750031,1484.2826325706121,0.0005053154861086193
ZA,19.0,45349.0,0.00041897285496923857,0.0,93.73651967560014,0.0
